Location,Year,Month,average_monthly_rainfall,State
Brisbane,2014,February,0.5851851851851851,Queensland
Brisbane,2014,January,4.638709677419355,Queensland
Brisbane,2014,July,0.4580645161290323,Queensland
Brisbane,2014,June,0.5399999999999999,Queensland
Brisbane,2014,March,5.3032258064516125,Queensland
Brisbane,2014,May,0.9533333333333334,Queensland
Brisbane,2014,November,4.7333333333333325,Queensland
Brisbane,2014,October,0.18709677419354845,Queensland
Brisbane,2014,September,0.92,Queensland
Brisbane,2015,April,5.041379310344828,Queensland
Brisbane,2015,August,0.8903225806451612,Queensland
Brisbane,2015,December,1.167741935483871,Queensland
Brisbane,2015,February,10.177777777777779,Queensland
Brisbane,2015,January,10.746666666666664,Queensland
Brisbane,2015,July,0.2967741935483871,Queensland
Brisbane,2015,June,1.1533333333333333,Queensland
Brisbane,2015,March,5.206451612903227,Queensland
Brisbane,2015,May,8.885714285714283,Queensland
Brisbane,2015,November,2.4733333333333336,Queensland
Brisbane,2015,October,1.7999999999999996,Queensland
Brisbane,2015,September,1.8689655172413795,Queensland
Brisbane,2016,April,0.42666666666666664,Queensland
Brisbane,2016,August,1.0193548387096774,Queensland
Brisbane,2016,December,3.2903225806451615,Queensland
Brisbane,2016,February,0.5111111111111111,Queensland
Brisbane,2016,January,1.7133333333333332,Queensland
Brisbane,2016,July,0.9096774193548387,Queensland
Brisbane,2016,June,8.826666666666664,Queensland
Brisbane,2016,March,3.7870967741935484,Queensland
Brisbane,2016,May,0.8903225806451611,Queensland
Brisbane,2016,November,0.9333333333333332,Queensland
Brisbane,2016,October,0.9741935483870965,Queensland
Brisbane,2016,September,1.7266666666666668,Queensland
Brisbane,2017,April,0.2,Queensland
Brisbane,2017,February,1.1333333333333335,Queensland
Brisbane,2017,January,7.279999999999999,Queensland
Brisbane,2017,June,2.9919999999999995,Queensland
Brisbane,2017,March,6.537931034482758,Queensland
Brisbane,2017,May,1.167741935483871,Queensland
Cairns,2008,December,6.296774193548386,Queensland
Cairns,2009,April,4.466666666666666,Queensland
Cairns,2009,August,0.2580645161290324,Queensland
Cairns,2009,December,2.52258064516129,Queensland
Cairns,2009,February,22.142857142857146,Queensland
Cairns,2009,January,28,Queensland
Cairns,2009,July,0.1612903225806452,Queensland
Cairns,2009,June,0.14666666666666672,Queensland
Cairns,2009,March,4.903225806451613,Queensland
Cairns,2009,May,2.8129032258064517,Queensland
Cairns,2009,November,6.94,Queensland
Cairns,2009,October,0.9935483870967743,Queensland
Cairns,2009,September,0.12000000000000001,Queensland
Cairns,2010,April,8.426666666666666,Queensland
Cairns,2010,August,2.019354838709679,Queensland
Cairns,2010,December,11.677419354838712,Queensland
Cairns,2010,February,10.385714285714284,Queensland
Cairns,2010,January,22.470967741935485,Queensland
Cairns,2010,July,1.1806451612903228,Queensland
Cairns,2010,June,0.35999999999999993,Queensland
Cairns,2010,March,14.070967741935487,Queensland
Cairns,2010,May,0.9870967741935486,Queensland
Cairns,2010,November,6.8133333333333335,Queensland
Cairns,2010,October,5.95483870967742,Queensland
Cairns,2010,September,3.0599999999999996,Queensland
Cairns,2011,August,0.3096774193548388,Queensland
Cairns,2011,December,4.883870967741935,Queensland
Cairns,2011,February,35.68571428571428,Queensland
Cairns,2011,January,13.225806451612904,Queensland
Cairns,2011,July,0.39354838709677414,Queensland
Cairns,2011,June,2.3066666666666675,Queensland
Cairns,2011,March,13.509677419354839,Queensland
Cairns,2011,May,0.43870967741935496,Queensland
Cairns,2011,November,2.733333333333333,Queensland
Cairns,2011,October,12.72258064516129,Queensland
Cairns,2011,September,0.4666666666666666,Queensland
Cairns,2012,April,5.400000000000001,Queensland
Cairns,2012,August,0.17419354838709675,Queensland
Cairns,2012,February,9.248275862068965,Queensland
Cairns,2012,January,11.464516129032258,Queensland
Cairns,2012,July,1.406451612903226,Queensland
Cairns,2012,June,0.5400000000000001,Queensland
Cairns,2012,March,30.251612903225805,Queensland
Cairns,2012,May,4.651612903225806,Queensland
Cairns,2012,November,0.7333333333333334,Queensland
Cairns,2012,October,0.935483870967742,Queensland
Cairns,2012,September,0.4333333333333333,Queensland
Cairns,2013,April,3.1133333333333333,Queensland
Cairns,2013,August,0.11612903225806448,Queensland
Cairns,2013,December,1.832258064516129,Queensland
Cairns,2013,January,10.541935483870967,Queensland
Cairns,2013,July,1.2129032258064516,Queensland
Cairns,2013,June,0.8999999999999999,Queensland
Cairns,2013,March,5.922580645161291,Queensland
Cairns,2013,May,5.561290322580645,Queensland
Cairns,2013,November,5.506666666666667,Queensland
Cairns,2013,October,1.3483870967741938,Queensland
Cairns,2013,September,1.4533333333333334,Queensland
Cairns,2014,April,12.372413793103448,Queensland
Cairns,2014,August,0.9612903225806453,Queensland
Cairns,2014,December,2.873333333333333,Queensland
Cairns,2014,February,14.135714285714286,Queensland
Cairns,2014,January,10.419354838709676,Queensland
Cairns,2014,July,0.46451612903225803,Queensland
Cairns,2014,June,2.3866666666666667,Queensland
Cairns,2014,March,13.529032258064516,Queensland
Cairns,2014,May,2.9935483870967743,Queensland
Cairns,2014,November,0.6413793103448275,Queensland
Cairns,2014,October,0.4451612903225806,Queensland
Cairns,2014,September,0.05999999999999999,Queensland
Cairns,2015,April,2.7733333333333334,Queensland
Cairns,2015,August,0.5483870967741935,Queensland
Cairns,2015,December,11.225806451612904,Queensland
Cairns,2015,February,21.29285714285714,Queensland
Cairns,2015,January,6.800000000000001,Queensland
Cairns,2015,July,0.8064516129032258,Queensland
Cairns,2015,June,5.92,Queensland
Cairns,2015,March,7.780645161290321,Queensland
Cairns,2015,May,0.8838709677419354,Queensland
Cairns,2015,November,3.08,Queensland
Cairns,2015,October,2.0903225806451613,Queensland
Cairns,2015,September,0.4333333333333332,Queensland
Cairns,2016,April,5.093333333333333,Queensland
Cairns,2016,August,1.3483870967741935,Queensland
Cairns,2016,December,3.333333333333333,Queensland
Cairns,2016,February,4.689655172413793,Queensland
Cairns,2016,January,9.316129032258065,Queensland
Cairns,2016,July,2.7419354838709675,Queensland
Cairns,2016,June,2.2200000000000006,Queensland
Cairns,2016,March,8.329032258064515,Queensland
Cairns,2016,May,8.571428571428571,Queensland
Cairns,2016,November,0.6769230769230768,Queensland
Cairns,2016,October,2.941666666666666,Queensland
Cairns,2016,September,3.0625,Queensland
Cairns,2017,April,6.106666666666666,Queensland
Cairns,2017,February,17.27857142857143,Queensland
Cairns,2017,January,12.09032258064516,Queensland
Cairns,2017,June,0.8320000000000001,Queensland
Cairns,2017,March,3.9096774193548387,Queensland
Cairns,2017,May,2.335483870967742,Queensland
Canberra,2007,December,3.2580645161290325,New South Wales
Canberra,2007,November,3.18,New South Wales
Canberra,2008,April,0.58,New South Wales
Canberra,2008,August,0.5677419354838711,New South Wales
Canberra,2008,December,3.903225806451613,New South Wales
Canberra,2008,February,2.2275862068965515,New South Wales
Canberra,2008,January,1.4129032258064516,New South Wales
Canberra,2008,July,1.4193548387096773,New South Wales
Canberra,2008,June,0.7266666666666668,New South Wales
Canberra,2008,March,0.9677419354838707,New South Wales
Canberra,2008,May,0.41290322580645145,New South Wales
Canberra,2008,November,2.913333333333333,New South Wales
Canberra,2008,October,1.0838709677419351,New South Wales
Canberra,2008,September,1.36,New South Wales
Canberra,2009,April,2.42,New South Wales
Canberra,2009,August,1.1741935483870969,New South Wales
Canberra,2009,December,2.438709677419355,New South Wales
Canberra,2009,February,0.25,New South Wales
Canberra,2009,January,1.6774193548387102,New South Wales
Canberra,2009,July,0.9806451612903226,New South Wales
Canberra,2009,June,1.18,New South Wales
Canberra,2009,March,0.3290322580645161,New South Wales
Canberra,2009,May,0.07741935483870968,New South Wales
Canberra,2009,November,0.5400000000000001,New South Wales
Canberra,2009,October,1.4516129032258065,New South Wales
Canberra,2009,September,1.9,New South Wales
Canberra,2010,April,0.6466666666666667,New South Wales
Canberra,2010,August,2.1354838709677417,New South Wales
Canberra,2010,December,6.399999999999998,New South Wales
Canberra,2010,February,4.757142857142857,New South Wales
Canberra,2010,January,0.21935483870967748,New South Wales
Canberra,2010,July,2.0064516129032257,New South Wales
Canberra,2010,June,0.6733333333333332,New South Wales
Canberra,2010,March,2.8387096774193545,New South Wales
Canberra,2010,May,2.561290322580645,New South Wales
Canberra,2010,November,3.9800000000000004,New South Wales
Canberra,2010,October,3.3161290322580648,New South Wales
Canberra,2010,September,2.126666666666667,New South Wales
Canberra,2011,August,1.638709677419355,New South Wales
Canberra,2011,December,2.1333333333333333,New South Wales
Canberra,2011,February,4.614285714285714,New South Wales
Canberra,2011,January,1.7999999999999998,New South Wales
Canberra,2011,July,0.8399999999999999,New South Wales
Canberra,2011,June,0.31428571428571433,New South Wales
Canberra,2011,March,1.3800000000000001,New South Wales
Canberra,2011,May,0.3870967741935485,New South Wales
Canberra,2011,November,3.773333333333333,New South Wales
Canberra,2011,October,0.8129032258064517,New South Wales
Canberra,2011,September,1.2074074074074075,New South Wales
Canberra,2012,April,0.5633333333333334,New South Wales
Canberra,2012,August,1.3032258064516131,New South Wales
Canberra,2012,February,4.358620689655172,New South Wales
Canberra,2012,January,1.5096774193548388,New South Wales
Canberra,2012,July,1.1258064516129034,New South Wales
Canberra,2012,June,1.6482758620689655,New South Wales
Canberra,2012,March,6.238709677419356,New South Wales
Canberra,2012,May,1.0709677419354842,New South Wales
Canberra,2012,November,0.9666666666666667,New South Wales
Canberra,2012,October,2.1548387096774193,New South Wales
Canberra,2012,September,1.3866666666666667,New South Wales
Canberra,2013,April,0.3266666666666667,New South Wales
Canberra,2013,August,0.8709677419354839,New South Wales
Canberra,2013,December,0.7483870967741936,New South Wales
Canberra,2013,January,2.341935483870967,New South Wales
Canberra,2013,July,1.3806451612903228,New South Wales
Canberra,2013,June,2.8400000000000003,New South Wales
Canberra,2013,March,0.8580645161290323,New South Wales
Canberra,2013,May,0.2129032258064516,New South Wales
Canberra,2013,November,3.5200000000000005,New South Wales
Canberra,2013,October,0.43225806451612897,New South Wales
Canberra,2013,September,3.0333333333333337,New South Wales
Canberra,2014,April,2.3066666666666675,New South Wales
Canberra,2014,August,0.8645161290322579,New South Wales
Canberra,2014,December,3.290322580645162,New South Wales
Canberra,2014,February,3.096296296296297,New South Wales
Canberra,2014,January,0.1548387096774194,New South Wales
Canberra,2014,July,0.5225806451612903,New South Wales
Canberra,2014,June,1.9066666666666667,New South Wales
Canberra,2014,March,2.8387096774193545,New South Wales
Canberra,2014,May,0.4799999999999999,New South Wales
Canberra,2014,November,0.8066666666666666,New South Wales
Canberra,2014,October,1.7225806451612904,New South Wales
Canberra,2014,September,0.9599999999999999,New South Wales
Canberra,2015,April,3.0599999999999996,New South Wales
Canberra,2015,August,2.226666666666667,New South Wales
Canberra,2015,December,1.1290322580645162,New South Wales
Canberra,2015,February,1.0785714285714285,New South Wales
Canberra,2015,January,3.1290322580645165,New South Wales
Canberra,2015,July,1.2,New South Wales
Canberra,2015,June,1.8400000000000003,New South Wales
Canberra,2015,March,0.42758620689655163,New South Wales
Canberra,2015,May,0.3935483870967742,New South Wales
Canberra,2015,November,2.253333333333333,New South Wales
Canberra,2015,October,0.8866666666666666,New South Wales
Canberra,2015,September,0.4533333333333335,New South Wales
Canberra,2016,April,0.22666666666666674,New South Wales
Canberra,2016,August,1.4903225806451614,New South Wales
Canberra,2016,December,2.0838709677419356,New South Wales
Canberra,2016,February,0.8068965517241378,New South Wales
Canberra,2016,January,3.432258064516129,New South Wales
Canberra,2016,July,2.2903225806451615,New South Wales
Canberra,2016,June,4.806666666666667,New South Wales
Canberra,2016,March,0.9161290322580644,New South Wales
Canberra,2016,May,1.535483870967742,New South Wales
Canberra,2016,November,1.893333333333333,New South Wales
Canberra,2016,October,1.406451612903226,New South Wales
Canberra,2016,September,4.973333333333334,New South Wales
Canberra,2017,April,1.089655172413793,New South Wales
Canberra,2017,February,0.7357142857142855,New South Wales
Canberra,2017,January,0.27096774193548384,New South Wales
Canberra,2017,June,0.08800000000000001,New South Wales
Canberra,2017,March,2.84,New South Wales
Canberra,2017,May,1.103225806451613,New South Wales
Darwin,2008,August,0,Northern Territory
Darwin,2008,December,10.509677419354839,Northern Territory
Darwin,2008,July,0,Northern Territory
Darwin,2008,November,1.82,Northern Territory
Darwin,2008,October,3.7741935483870974,Northern Territory
Darwin,2008,September,0.17333333333333337,Northern Territory
Darwin,2009,April,2.1199999999999997,Northern Territory
Darwin,2009,August,0,Northern Territory
Darwin,2009,December,14.748387096774191,Northern Territory
Darwin,2009,February,17.707142857142856,Northern Territory
Darwin,2009,January,13.258064516129032,Northern Territory
Darwin,2009,July,0,Northern Territory
Darwin,2009,June,0,Northern Territory
Darwin,2009,March,3.7290322580645165,Northern Territory
Darwin,2009,May,0.012903225806451611,Northern Territory
Darwin,2009,November,4.366666666666666,Northern Territory
Darwin,2009,October,1.0774193548387092,Northern Territory
Darwin,2009,September,1.1466666666666667,Northern Territory
Darwin,2010,April,4.553333333333334,Northern Territory
Darwin,2010,August,0,Northern Territory
Darwin,2010,December,12.593548387096774,Northern Territory
Darwin,2010,February,15.314285714285713,Northern Territory
Darwin,2010,January,20.329032258064515,Northern Territory
Darwin,2010,July,0.006451612903225808,Northern Territory
Darwin,2010,June,0,Northern Territory
Darwin,2010,March,6.4,Northern Territory
Darwin,2010,May,2.1354838709677417,Northern Territory
Darwin,2010,November,6.94,Northern Territory
Darwin,2010,October,5.090322580645162,Northern Territory
Darwin,2010,September,1.3466666666666667,Northern Territory
Darwin,2011,August,0,Northern Territory
Darwin,2011,December,7.329032258064516,Northern Territory
Darwin,2011,February,39.65,Northern Territory
Darwin,2011,January,20.23225806451613,Northern Territory
Darwin,2011,July,0,Northern Territory
Darwin,2011,June,0,Northern Territory
Darwin,2011,March,7.4709677419354845,Northern Territory
Darwin,2011,May,0.01935483870967742,Northern Territory
Darwin,2011,November,5.066666666666666,Northern Territory
Darwin,2011,October,4.548387096774194,Northern Territory
Darwin,2011,September,0.10666666666666669,Northern Territory
Darwin,2012,April,2.34,Northern Territory
Darwin,2012,August,0,Northern Territory
Darwin,2012,February,8.62758620689655,Northern Territory
Darwin,2012,January,14.812903225806451,Northern Territory
Darwin,2012,July,0,Northern Territory
Darwin,2012,June,0,Northern Territory
Darwin,2012,March,18.464516129032255,Northern Territory
Darwin,2012,May,1.6580645161290333,Northern Territory
Darwin,2012,November,2.5800000000000005,Northern Territory
Darwin,2012,October,0.5419354838709677,Northern Territory
Darwin,2012,September,0.7066666666666664,Northern Territory
Darwin,2013,April,3.386666666666666,Northern Territory
Darwin,2013,August,0.08387096774193545,Northern Territory
Darwin,2013,December,6.800000000000001,Northern Territory
Darwin,2013,January,7.090322580645162,Northern Territory
Darwin,2013,July,0,Northern Territory
Darwin,2013,June,0.019999999999999993,Northern Territory
Darwin,2013,March,12.290322580645162,Northern Territory
Darwin,2013,May,1.0193548387096771,Northern Territory
Darwin,2013,November,10.473333333333333,Northern Territory
Darwin,2013,October,3.1806451612903226,Northern Territory
Darwin,2013,September,0.006666666666666668,Northern Territory
Darwin,2014,April,5.906666666666667,Northern Territory
Darwin,2014,August,0,Northern Territory
Darwin,2014,December,3.580645161290323,Northern Territory
Darwin,2014,February,13.178571428571429,Northern Territory
Darwin,2014,January,19.63225806451613,Northern Territory
Darwin,2014,July,0,Northern Territory
Darwin,2014,June,0,Northern Territory
Darwin,2014,March,2.980645161290323,Northern Territory
Darwin,2014,May,0.2774193548387097,Northern Territory
Darwin,2014,November,5.526666666666666,Northern Territory
Darwin,2014,October,0.4774193548387097,Northern Territory
Darwin,2014,September,0,Northern Territory
Darwin,2015,April,0.7066666666666666,Northern Territory
Darwin,2015,August,0.006451612903225808,Northern Territory
Darwin,2015,December,16.43225806451613,Northern Territory
Darwin,2015,February,12.614285714285714,Northern Territory
Darwin,2015,January,15.63225806451613,Northern Territory
Darwin,2015,July,0,Northern Territory
Darwin,2015,June,0.013333333333333343,Northern Territory
Darwin,2015,March,7.445161290322581,Northern Territory
Darwin,2015,May,0.4451612903225806,Northern Territory
Darwin,2015,November,2.8066666666666666,Northern Territory
Darwin,2015,October,1.3741935483870966,Northern Territory
Darwin,2015,September,0.11333333333333337,Northern Territory
Darwin,2016,April,1.5466666666666669,Northern Territory
Darwin,2016,August,0,Northern Territory
Darwin,2016,December,13.122580645161289,Northern Territory
Darwin,2016,February,5.186206896551725,Northern Territory
Darwin,2016,January,5.477419354838711,Northern Territory
Darwin,2016,July,0,Northern Territory
Darwin,2016,June,0,Northern Territory
Darwin,2016,March,3.7354838709677423,Northern Territory
Darwin,2016,May,2.012903225806451,Northern Territory
Darwin,2016,November,6.94,Northern Territory
Darwin,2016,October,4.219354838709678,Northern Territory
Darwin,2016,September,2.1466666666666665,Northern Territory
Darwin,2017,April,6.160000000000001,Northern Territory
Darwin,2017,February,22.314285714285713,Northern Territory
Darwin,2017,January,15.180645161290322,Northern Territory
Darwin,2017,June,0,Northern Territory
Darwin,2017,March,14.787096774193548,Northern Territory
Darwin,2017,May,0.01290322580645161,Northern Territory
GoldCoast,2008,December,4.126666666666667,Queensland
GoldCoast,2009,April,12.853333333333337,Queensland
GoldCoast,2009,August,0.1354838709677419,Queensland
GoldCoast,2009,December,3.593333333333334,Queensland
GoldCoast,2009,February,5.978571428571428,Queensland
GoldCoast,2009,January,3.0064516129032257,Queensland
GoldCoast,2009,July,0.232258064516129,Queensland
GoldCoast,2009,June,4.66,Queensland
GoldCoast,2009,March,2.9483870967741934,Queensland
GoldCoast,2009,May,5.916129032258064,Queensland
GoldCoast,2009,November,1.7333333333333327,Queensland
GoldCoast,2009,October,0.6933333333333334,Queensland
GoldCoast,2009,September,0.43333333333333324,Queensland
GoldCoast,2010,April,1.8800000000000001,Queensland
GoldCoast,2010,August,2.690322580645161,Queensland
GoldCoast,2010,December,15.819354838709678,Queensland
GoldCoast,2010,February,10.707142857142857,Queensland
GoldCoast,2010,January,2.3806451612903223,Queensland
GoldCoast,2010,July,2.2064516129032254,Queensland
GoldCoast,2010,June,0.4133333333333334,Queensland
GoldCoast,2010,March,5.974193548387099,Queensland
GoldCoast,2010,May,7.8999999999999995,Queensland
GoldCoast,2010,November,1.5466666666666666,Queensland
GoldCoast,2010,October,12.07741935483871,Queensland
GoldCoast,2010,September,3.1399999999999997,Queensland
GoldCoast,2011,August,4.051612903225807,Queensland
GoldCoast,2011,December,5.064516129032258,Queensland
GoldCoast,2011,February,3.7571428571428576,Queensland
GoldCoast,2011,January,5.193548387096774,Queensland
GoldCoast,2011,July,0.8516129032258065,Queensland
GoldCoast,2011,June,0.68,Queensland
GoldCoast,2011,March,7.174193548387097,Queensland
GoldCoast,2011,May,2.109677419354839,Queensland
GoldCoast,2011,November,1.2000000000000002,Queensland
GoldCoast,2011,October,3.3225806451612905,Queensland
GoldCoast,2011,September,0.6333333333333335,Queensland
GoldCoast,2012,April,10.606666666666667,Queensland
GoldCoast,2012,August,0.025806451612903226,Queensland
GoldCoast,2012,February,5.06206896551724,Queensland
GoldCoast,2012,January,12.896774193548385,Queensland
GoldCoast,2012,July,2.4774193548387102,Queensland
GoldCoast,2012,June,6.78,Queensland
GoldCoast,2012,March,3.9096774193548387,Queensland
GoldCoast,2012,May,2.393548387096774,Queensland
GoldCoast,2012,November,1.8199999999999998,Queensland
GoldCoast,2012,October,0.6064516129032258,Queensland
GoldCoast,2012,September,0.6800000000000002,Queensland
GoldCoast,2013,April,7.753333333333334,Queensland
GoldCoast,2013,August,0.058064516129032254,Queensland
GoldCoast,2013,December,0.6709677419354838,Queensland
GoldCoast,2013,January,8.161290322580648,Queensland
GoldCoast,2013,July,4.232258064516129,Queensland
GoldCoast,2013,June,4.86,Queensland
GoldCoast,2013,March,7.006451612903225,Queensland
GoldCoast,2013,May,3.0451612903225804,Queensland
GoldCoast,2013,November,3.2733333333333334,Queensland
GoldCoast,2013,October,0.4258064516129032,Queensland
GoldCoast,2013,September,1.2266666666666666,Queensland
GoldCoast,2014,April,2.1333333333333333,Queensland
GoldCoast,2014,August,5.766666666666667,Queensland
GoldCoast,2014,December,6.322580645161291,Queensland
GoldCoast,2014,February,0.8814814814814814,Queensland
GoldCoast,2014,January,1.929032258064516,Queensland
GoldCoast,2014,July,0.303448275862069,Queensland
GoldCoast,2014,June,0.8551724137931036,Queensland
GoldCoast,2014,March,5.1161290322580655,Queensland
GoldCoast,2014,May,1.3266666666666667,Queensland
GoldCoast,2014,November,0.8482758620689655,Queensland
GoldCoast,2014,October,0.051612903225806445,Queensland
GoldCoast,2014,September,2.2413793103448274,Queensland
GoldCoast,2015,April,10.468965517241383,Queensland
GoldCoast,2015,August,1.1612903225806452,Queensland
GoldCoast,2015,December,2.270967741935484,Queensland
GoldCoast,2015,February,13.276923076923076,Queensland
GoldCoast,2015,January,13.386206896551723,Queensland
GoldCoast,2015,July,2.5032258064516135,Queensland
GoldCoast,2015,June,3.2888888888888888,Queensland
GoldCoast,2015,March,2.9928571428571433,Queensland
GoldCoast,2015,May,3.5724137931034474,Queensland
GoldCoast,2015,November,3.0137931034482763,Queensland
GoldCoast,2015,October,0.8903225806451611,Queensland
GoldCoast,2015,September,1.413793103448276,Queensland
GoldCoast,2016,April,3.689655172413793,Queensland
GoldCoast,2016,August,2.3103448275862073,Queensland
GoldCoast,2016,December,1.8258064516129031,Queensland
GoldCoast,2016,February,2.177777777777778,Queensland
GoldCoast,2016,January,2.6880000000000006,Queensland
GoldCoast,2016,July,0.5655172413793104,Queensland
GoldCoast,2016,June,9.717241379310346,Queensland
GoldCoast,2016,March,2.744,Queensland
GoldCoast,2016,May,0.58,Queensland
GoldCoast,2016,November,0.9214285714285715,Queensland
GoldCoast,2016,October,1.1285714285714286,Queensland
GoldCoast,2016,September,1.2214285714285713,Queensland
GoldCoast,2017,April,1.18,Queensland
GoldCoast,2017,February,0.936,Queensland
GoldCoast,2017,January,4.124137931034483,Queensland
GoldCoast,2017,June,4.976,Queensland
GoldCoast,2017,March,12.70967741935484,Queensland
GoldCoast,2017,May,2.509677419354839,Queensland
Hobart,2008,August,1.2451612903225806,Tasmania
Hobart,2008,December,1.264516129032258,Tasmania
Hobart,2008,July,1.561290322580645,Tasmania
Hobart,2008,November,2.4466666666666668,Tasmania
Hobart,2008,October,0.632258064516129,Tasmania
Hobart,2008,September,0.8933333333333334,Tasmania
Hobart,2009,April,2.1266666666666674,Tasmania
Hobart,2009,August,3.174193548387097,Tasmania
Hobart,2009,December,1.8903225806451611,Tasmania
Hobart,2009,February,2.1142857142857143,Tasmania
Hobart,2009,January,0.3225806451612903,Tasmania
Hobart,2009,July,1.296774193548387,Tasmania
Hobart,2009,June,4.8,Tasmania
Hobart,2009,March,2.2580645161290325,Tasmania
Hobart,2009,May,1.7161290322580642,Tasmania
Hobart,2009,November,2.3400000000000003,Tasmania
Hobart,2009,October,2.0838709677419356,Tasmania
Hobart,2009,September,4.426666666666667,Tasmania
Hobart,2010,April,0.6066666666666667,Tasmania
Hobart,2010,August,3.677419354838709,Tasmania
Hobart,2010,December,1,Tasmania
Hobart,2010,February,1.2428571428571427,Tasmania
Hobart,2010,January,0.46451612903225803,Tasmania
Hobart,2010,July,0.1870967741935484,Tasmania
Hobart,2010,June,0.35333333333333333,Tasmania
Hobart,2010,March,0.9806451612903226,Tasmania
Hobart,2010,May,0.8580645161290321,Tasmania
Hobart,2010,November,3.1733333333333333,Tasmania
Hobart,2010,October,1.4903225806451612,Tasmania
Hobart,2010,September,3.1133333333333333,Tasmania
Hobart,2011,August,1.7161290322580647,Tasmania
Hobart,2011,December,1.6903225806451612,Tasmania
Hobart,2011,February,1.9428571428571426,Tasmania
Hobart,2011,January,1.929032258064516,Tasmania
Hobart,2011,July,1.6193548387096774,Tasmania
Hobart,2011,June,2.1466666666666665,Tasmania
Hobart,2011,March,1.5133333333333334,Tasmania
Hobart,2011,May,0.7612903225806451,Tasmania
Hobart,2011,November,1.8399999999999999,Tasmania
Hobart,2011,October,1.9741935483870967,Tasmania
Hobart,2011,September,1.52,Tasmania
Hobart,2012,April,0.7333333333333333,Tasmania
Hobart,2012,August,1.8645161290322578,Tasmania
Hobart,2012,February,0.7793103448275862,Tasmania
Hobart,2012,January,1.8064516129032264,Tasmania
Hobart,2012,July,0.5870967741935484,Tasmania
Hobart,2012,June,1.106666666666667,Tasmania
Hobart,2012,March,0.993548387096774,Tasmania
Hobart,2012,May,2.974193548387097,Tasmania
Hobart,2012,November,0.8266666666666668,Tasmania
Hobart,2012,October,0.9354838709677418,Tasmania
Hobart,2012,September,2.2666666666666666,Tasmania
Hobart,2013,April,0.7066666666666667,Tasmania
Hobart,2013,August,1.9677419354838708,Tasmania
Hobart,2013,December,0.9096774193548387,Tasmania
Hobart,2013,January,0.3677419354838709,Tasmania
Hobart,2013,July,3.270967741935484,Tasmania
Hobart,2013,June,1.7000000000000004,Tasmania
Hobart,2013,March,1.5677419354838709,Tasmania
Hobart,2013,May,0.7419354838709676,Tasmania
Hobart,2013,November,3.1333333333333333,Tasmania
Hobart,2013,October,3.438709677419355,Tasmania
Hobart,2013,September,1.3333333333333335,Tasmania
Hobart,2014,April,1.4,Tasmania
Hobart,2014,August,1.490322580645161,Tasmania
Hobart,2014,December,2.5161290322580645,Tasmania
Hobart,2014,February,0.9857142857142858,Tasmania
Hobart,2014,January,0.5225806451612902,Tasmania
Hobart,2014,July,3.1933333333333334,Tasmania
Hobart,2014,June,0.6866666666666668,Tasmania
Hobart,2014,March,0.7548387096774195,Tasmania
Hobart,2014,May,0.9870967741935484,Tasmania
Hobart,2014,November,1.16,Tasmania
Hobart,2014,October,1.6533333333333335,Tasmania
Hobart,2014,September,0.6466666666666667,Tasmania
Hobart,2015,April,0.41333333333333333,Tasmania
Hobart,2015,August,2.0580645161290323,Tasmania
Hobart,2015,December,1.1290322580645162,Tasmania
Hobart,2015,February,0.7714285714285715,Tasmania
Hobart,2015,January,4.053333333333334,Tasmania
Hobart,2015,July,0.7666666666666666,Tasmania
Hobart,2015,June,1.4733333333333334,Tasmania
Hobart,2015,March,1.6516129032258062,Tasmania
Hobart,2015,May,2.4451612903225803,Tasmania
Hobart,2015,November,1.3466666666666667,Tasmania
Hobart,2015,October,0.46451612903225803,Tasmania
Hobart,2015,September,0.8333333333333333,Tasmania
Hobart,2016,April,0.2933333333333333,Tasmania
Hobart,2016,August,0.5096774193548387,Tasmania
Hobart,2016,December,1.825806451612903,Tasmania
Hobart,2016,February,0.7517241379310344,Tasmania
Hobart,2016,January,1.2967741935483872,Tasmania
Hobart,2016,July,2.5548387096774197,Tasmania
Hobart,2016,June,3.8466666666666667,Tasmania
Hobart,2016,March,0.5483870967741935,Tasmania
Hobart,2016,May,3.096774193548387,Tasmania
Hobart,2016,November,2.1733333333333333,Tasmania
Hobart,2016,October,2.6903225806451614,Tasmania
Hobart,2016,September,3.1399999999999997,Tasmania
Hobart,2017,April,0.7200000000000001,Tasmania
Hobart,2017,February,0.37142857142857144,Tasmania
Hobart,2017,January,1.9354838709677415,Tasmania
Hobart,2017,June,0.19999999999999996,Tasmania
Hobart,2017,March,1.1935483870967742,Tasmania
Hobart,2017,May,0.9161290322580646,Tasmania
Katherine,2013,April,3.4400000000000013,Northern Territory
Katherine,2013,August,0,Northern Territory
Katherine,2013,December,5.529999999999999,Northern Territory
Katherine,2013,July,0,Northern Territory
Katherine,2013,June,0.0033333333333333335,Northern Territory
Katherine,2013,March,12.548387096774192,Northern Territory
Katherine,2013,May,0,Northern Territory
Katherine,2013,November,4.931034482758621,Northern Territory
Katherine,2013,October,0.464516129032258,Northern Territory
Katherine,2013,September,0,Northern Territory
Katherine,2014,April,0.8933333333333333,Northern Territory
Katherine,2014,August,0,Northern Territory
Katherine,2014,December,9.393548387096775,Northern Territory
Katherine,2014,February,12.096296296296297,Northern Territory
Katherine,2014,January,9.087096774193549,Northern Territory
